mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0.25	0	0	3/4	4	1	1/16			1/16	1		4	64	E4	4	24
1	1	0	0.25	0	0	3/4	3	1	1/16			1/16	1		8	68	G#4	4	16
1	1	0	0.25	0	0	3/4	2	1	1/16			1/16	1		4	76	E5	5	8
1	1	0	0.25	0	0	3/4	1	1	1/16			1/16	1		5	83	B5	5	0
1	1	1/4	0.25	1/16	1/16	3/4	4	1	1/16			1/16	1		4	64	E4	4	25
1	1	1/4	0.25	1/16	1/16	3/4	3	1	1/16			1/16	1		8	68	G#4	4	17
1	1	1/4	0.25	1/16	1/16	3/4	2	1	1/16			1/16	1		4	76	E5	5	9
1	1	1/4	0.25	1/16	1/16	3/4	1	1	1/16			1/16	1		5	83	B5	5	1
1	1	1/2	0.25	1/8	1/8	3/4	4	1	1/16			1/16	1		4	64	E4	4	26
1	1	1/2	0.25	1/8	1/8	3/4	3	1	1/16			1/16	1		8	68	G#4	4	18
1	1	1/2	0.25	1/8	1/8	3/4	2	1	1/16			1/16	1		4	76	E5	5	10
1	1	1/2	0.25	1/8	1/8	3/4	1	1	1/16			1/16	1		5	83	B5	5	2
1	1	3/4	0.25	3/16	3/16	3/4	4	1	1/16			1/16	1		4	64	E4	4	27
1	1	3/4	0.25	3/16	3/16	3/4	3	1	1/16			1/16	1		8	68	G#4	4	19
1	1	3/4	0.25	3/16	3/16	3/4	2	1	1/16			1/16	1		4	76	E5	5	11
1	1	3/4	0.25	3/16	3/16	3/4	1	1	1/16			1/16	1		5	83	B5	5	3
1	1	1	0.5	1/4	1/4	3/4	4	1	1/8			1/8	1		4	64	E4	4	28
1	1	1	0.5	1/4	1/4	3/4	3	1	1/8			1/8	1		8	68	G#4	4	20
1	1	1	0.5	1/4	1/4	3/4	2	1	1/8			1/8	1		4	76	E5	5	12
1	1	1	0.5	1/4	1/4	3/4	1	1	1/8			1/8	1		5	83	B5	5	4
1	1	3/2	0.5	3/8	3/8	3/4	4	1	1/8			1/8	1		4	64	E4	4	29
1	1	3/2	0.5	3/8	3/8	3/4	3	1	1/8			1/8	1		7	73	C#5	5	21
1	1	3/2	0.5	3/8	3/8	3/4	2	1	1/8			1/8	1		4	76	E5	5	13
1	1	3/2	0.5	3/8	3/8	3/4	1	1	1/8			1/8	1		3	81	A5	5	5
1	1	2	0.5	1/2	1/2	3/4	4	1	1/8			1/8	1		4	64	E4	4	30
