mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	tremolo	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
2	2	11/2	11/2	0.5		3/8	3/8	4/4	1	1	1/8			1/8	1		4	88	E6	6	12
2	2	6	6	2.0		1/2	1/2	4/4	3	1	1/2	1/2_r16_0		1/2	1		3	57	A3	3	18
2	2	6	6	2.0		1/2	1/2	4/4	2	1	1/2	1/2_r16_0		1/2	1		2	62	D4	4	16
2	2	6	6	2.0		1/2	1/2	4/4	3	1	1/2	1/2_r16_0		1/2	1		6	66	F#4	4	18
2	2	6	6	2.0		1/2	1/2	4/4	2	1	1/2	1/2_r16_0		1/2	1		3	69	A4	4	16
2	2	6	6	1.5		1/2	1/2	4/4	1	1	3/8			1/4	3/2		2	86	D6	6	13
2	2	15/2	15/2	0.5		7/8	7/8	4/4	1	1	1/8			1/8	1		3	81	A5	5	14
3	3	8	8	2.0		0	0	4/4	3	1	1/2	1/2_r16_0		1/2	1		3	57	A3	3	27
3	3	8	8	1.0		0	0	4/4	4	1	1/4			1/4	1		2	62	D4	4	29
3	3	8	8	2.0		0	0	4/4	2	1	1/2	1/2_r16_0		1/2	1		2	62	D4	4	25
3	3	8	8	2.0		0	0	4/4	3	1	1/2	1/2_r16_0		1/2	1		6	66	F#4	4	27
3	3	8	8	2.0		0	0	4/4	2	1	1/2	1/2_r16_0		1/2	1		3	69	A4	4	25
3	3	8	8	1.5		0	0	4/4	1	1	3/8			1/4	3/2		6	78	F#5	5	21
3	3	9	9	1.0		1/4	1/4	4/4	4	1	1/4			1/4	1		2	50	D3	3	30
3	3	19/2	19/2	0.5		3/8	3/8	4/4	1	1	1/8			1/8	1		4	76	E5	5	22
3	3	10	10	2.0		1/2	1/2	4/4	3	1	1/2	1/2_r16_0		1/2	1		3	57	A3	3	28
3	3	10	10	2.0		1/2	1/2	4/4	2	1	1/2	1/2_r16_0		1/2	1		2	62	D4	4	26
3	3	10	10	2.0		1/2	1/2	4/4	3	1	1/2	1/2_r16_0		1/2	1		6	66	F#4	4	28
3	3	10	10	2.0		1/2	1/2	4/4	2	1	1/2	1/2_r16_0		1/2	1		3	69	A4	4	26
3	3	10	10	1.5		1/2	1/2	4/4	1	1	3/8			1/4	3/2		2	74	D5	5	23
3	3	23/2	23/2	0.5		7/8	7/8	4/4	1	1	1/8			1/8	1		3	69	A4	4	24
4	4	12	12	1.0		0	0	4/4	4	1	1/4			1/4	1		2	62	D4	4	41
4	4	12	12	2.0		0	0	4/4	3	1	1/2	1/2_r16_0		1/2	1		6	66	F#4	4	39
4	4	12	12	2.0		0	0	4/4	2	1	1/2	1/2_r16_0		1/2	1		8	68	G#4	4	37
4	4	12	12	1.0		0	0	4/4	1	1	1/4			1/4	1		5	71	B4	4	31
4	4	13	13	0.75		1/4	1/4	4/4	4	1	3/16			1/8	3/2		2	62	D4	4	42
4	4	13	13	0.75		1/4	1/4	4/4	1	1	3/16			1/8	3/2		5	71	B4	4	32
4	4	55/4	55/4	0.25		7/16	7/16	4/4	4	1	1/16			1/16	1		2	62	D4	4	43
4	4	55/4	55/4	0.25		7/16	7/16	4/4	1	1	1/16			1/16	1		5	71	B4	4	33
4	4	14	14	1.0		1/2	1/2	4/4	4	1	1/4			1/4	1		2	62	D4	4	44
4	4	14	14	2.0		1/2	1/2	4/4	3	1	1/2	1/2_r16_0		1/2	1		6	66	F#4	4	40
4	4	14	14	2.0		1/2	1/2	4/4	2	1	1/2	1/2_r16_0		1/2	1		8	68	G#4	4	38
4	4	14	14	1.5		1/2	1/2	4/4	1	1	3/8			1/4	3/2		5	71	B4	4	34
4	4	15	15	1.0		3/4	3/4	4/4	4	1	1/4			1/4	1		2	62	D4	4	45
4	4	31/2	31/2	0.25		7/8	7/8	4/4	1	1	1/16			1/16	1		3	69	A4	4	35
4	4	63/4	63/4	0.25		15/16	15/16	4/4	1	1	1/16			1/16	1		5	71	B4	4	36
5	5	16	16	1.0		0	0	4/4	4	1	1/4			1/4	1		7	61	C#4	4	55
5	5	16	16	3.0		0	0	4/4	3	1	3/4	3/4_r16_0		1/2	3/2		11	65	E#4	4	53
5	5	16	16	3.0		0	0	4/4	2	1	3/4	3/4_r16_0		1/2	3/2		8	68	G#4	4	51
5	5	16	16	3.0		0	0	4/4	2	1	3/4	3/4_r16_0		1/2	3/2		5	71	B4	4	51
5	5	16	16	2.0		0	0	4/4	1	1	1/2			1/2	1		7	73	C#5	5	46
5	5	17	17	1.0		1/4	1/4	4/4	4	1	1/4			1/4	1		7	49	C#3	3	56
5	5	19	19	1.0		3/4	3/4	4/4	3	1	1/4	1/4_r16_0		1/4	1		7	61	C#4	4	54
5	5	19	19	0.25		3/4	3/4	4/4	1	1	1/16			1/16	1		6	66	F#4	4	47
5	5	19	19	1.0		3/4	3/4	4/4	2	1	1/4	1/4_r16_0		1/4	1		6	66	F#4	4	52
5	5	19	19	1.0		3/4	3/4	4/4	3	1	1/4	1/4_r16_0		1/4	1		6	66	F#4	4	54
5	5	19	19	1.0		3/4	3/4	4/4	2	1	1/4	1/4_r16_0		1/4	1		3	69	A4	4	52
5	5	77/4	77/4	0.25		13/16	13/16	4/4	1	1	1/16			1/16	1		3	69	A4	4	48
5	5	39/2	39/2	0.25		7/8	7/8	4/4	1	1	1/16			1/16	1		7	73	C#5	5	49
5	5	79/4	79/4	0.25		15/16	15/16	4/4	1	1	1/16			1/16	1		6	78	F#5	5	50
6	6	20	20	1.0		0	0	4/4	4	1	1/4			1/4	1		6	54	F#3	3	67
6	6	20	20	2.0		0	0	4/4	3	1	1/2	1/4_c16_1		1/2	1		3	57	A3	3	63
6	6	20	20	2.0		0	0	4/4	3	1	1/2	1/4_c16_2		1/2	1		7	61	C#4	4	64
6	6	20	20	2.0		0	0	4/4	2	1	1/2	1/2_r16_0		1/2	1		6	66	F#4	4	61
6	6	20	20	2.0		0	0	4/4	2	1	1/2	1/2_r16_0		1/2	1		3	69	A4	4	61
6	6	20	20	1.5		0	0	4/4	1	1	3/8			1/4	3/2		3	81	A5	5	57
6	6	21	21	1.0		1/4	1/4	4/4	4	1	1/4			1/4	1		6	42	F#2	2	68
6	6	43/2	43/2	0.5		3/8	3/8	4/4	1	1	1/8			1/8	1		8	80	G#5	5	58
6	6	22	22	2.0		1/2	1/2	4/4	3	1	1/2	1/4_c16_1		1/2	1		3	57	A3	3	65
6	6	22	22	2.0		1/2	1/2	4/4	3	1	1/2	1/4_c16_2		1/2	1		7	61	C#4	4	66
6	6	22	22	2.0		1/2	1/2	4/4	2	1	1/2	1/2_r16_0		1/2	1		6	66	F#4	4	62
6	6	22	22	2.0		1/2	1/2	4/4	2	1	1/2	1/2_r16_0		1/2	1		3	69	A4	4	62
6	6	22	22	1.5		1/2	1/2	4/4	1	1	3/8			1/4	3/2		6	78	F#5	5	59
6	6	47/2	47/2	0.5		7/8	7/8	4/4	1	1	1/8			1/8	1		7	73	C#5	5	60
7	7	24	24	2.0		0	0	4/4	3	1	1/2	1/4_c16_1		1/2	1		3	57	A3	3	75
7	7	24	24	2.0		0	0	4/4	3	1	1/2	1/4_c16_2		1/2	1		7	61	C#4	4	76
7	7	24	24	2.0		0	0	4/4	2	1	1/2	1/2_r16_0		1/2	1		6	66	F#4	4	73
7	7	24	24	1.5		0	0	4/4	1	1	3/8			1/4	3/2		3	69	A4	4	69
7	7	24	24	2.0		0	0	4/4	2	1	1/2	1/2_r16_0		1/2	1		3	69	A4	4	73
7	7	51/2	51/2	0.5		3/8	3/8	4/4	1	1	1/8			1/8	1		8	68	G#4	4	70
7	7	26	26	2.0		1/2	1/2	4/4	3	1	1/2	1/4_c16_1		1/2	1		3	57	A3	3	77
7	7	26	26	2.0		1/2	1/2	4/4	3	1	1/2	1/4_c16_2		1/2	1		7	61	C#4	4	78
7	7	26	26	1.5		1/2	1/2	4/4	1	1	3/8			1/4	3/2		6	66	F#4	4	71
7	7	26	26	2.0		1/2	1/2	4/4	2	1	1/2	1/2_r16_0		1/2	1		6	66	F#4	4	74
7	7	26	26	2.0		1/2	1/2	4/4	2	1	1/2	1/2_r16_0		1/2	1		3	69	A4	4	74
7	7	55/2	55/2	0.5		7/8	7/8	4/4	1	1	1/8			1/8	1		7	61	C#4	4	72
8	8	28	28	1.0		0	0	4/4	4	1	1/4			1/4	1		6	54	F#3	3	89
8	8	28	28	2.0		0	0	4/4	3	1	1/2	1/2_r16_0		1/2	1		6	54	F#3	3	87
8	8	28	28	2.0		0	0	4/4	2	1	1/2	1/2_r16_0		1/2	1		3	57	A3	3	85
8	8	28	28	2.0		0	0	4/4	3	1	1/2	1/2_r16_0		1/2	1		3	57	A3	3	87
8	8	28	28	1.0		0	0	4/4	1	1	1/4			1/4	1		2	62	D4	4	79
8	8	28	28	2.0		0	0	4/4	2	1	1/2	1/2_r16_0		1/2	1		2	62	D4	4	85
8	8	29	29	0.75		1/4	1/4	4/4	4	1	3/16			1/8	3/2		6	54	F#3	3	90
8	8	29	29	0.75		1/4	1/4	4/4	1	1	3/16			1/8	3/2		2	62	D4	4	80
8	8	119/4	119/4	0.25		7/16	7/16	4/4	4	1	1/16			1/16	1		6	54	F#3	3	91
8	8	119/4	119/4	0.25		7/16	7/16	4/4	1	1	1/16			1/16	1		2	62	D4	4	81
8	8	30	30	1.0		1/2	1/2	4/4	4	1	1/4			1/4	1		6	54	F#3	3	92
8	8	30	30	2.0		1/2	1/2	4/4	3	1	1/2	1/2_r16_0		1/2	1		6	54	F#3	3	88
8	8	30	30	2.0		1/2	1/2	4/4	2	1	1/2	1/2_r16_0		1/2	1		3	57	A3	3	86
8	8	30	30	2.0		1/2	1/2	4/4	3	1	1/2	1/2_r16_0		1/2	1		3	57	A3	3	88
8	8	30	30	1.5		1/2	1/2	4/4	1	1	3/8			1/4	3/2		2	62	D4	4	82
8	8	30	30	2.0		1/2	1/2	4/4	2	1	1/2	1/2_r16_0		1/2	1		2	62	D4	4	86
8	8	31	31	1.0		3/4	3/4	4/4	4	1	1/4			1/4	1		6	54	F#3	3	93
8	8	63/2	63/2	0.25		7/8	7/8	4/4	1	1	1/16			1/16	1		7	61	C#4	4	83
8	8	127/4	127/4	0.25		15/16	15/16	4/4	1	1	1/16			1/16	1		2	62	D4	4	84
9	9	32	32	1.0		0	0	4/4	4	1	1/4			1/4	1		1	55	G3	3	103
9	9	32	32	2.0		0	0	4/4	3	1	1/2	1/2_r16_0		1/2	1		1	55	G3	3	101
9	9	32	32	2.0		0	0	4/4	3	1	1/2	1/2_r16_0		1/2	1		5	59	B3	3	101
9	9	32	32	2.0		0	0	4/4	2	1	1/2	1/2_r16_0		1/2	1		2	62	D4	4	99
9	9	32	32	2.0		0	0	4/4	2	1	1/2	1/2_r16_0		1/2	1		4	64	E4	4	99
9	9	32	32	2.0		0	0	4/4	1	1	1/2			1/2	1		5	71	B4	4	94
9	9	33	33	1.0		1/4	1/4	4/4	4	1	1/4			1/4	1		1	43	G2	2	104
9	9	34	34	2.0		1/2	1/2	4/4	3	1	1/2	1/2_r16_0		1/2	1		1	55	G3	3	102
9	9	34	34	2.0		1/2	1/2	4/4	3	1	1/2	1/2_r16_0		1/2	1		5	59	B3	3	102
9	9	34	34	2.0		1/2	1/2	4/4	2	1	1/2	1/2_r16_0		1/2	1		2	62	D4	4	100
9	9	34	34	2.0		1/2	1/2	4/4	2	1	1/2	1/2_r16_0		1/2	1		4	64	E4	4	100
9	9	35	35	0.25		3/4	3/4	4/4	1	1	1/16			1/16	1		1	67	G4	4	95
9	9	141/4	141/4	0.25		13/16	13/16	4/4	1	1	1/16			1/16	1		5	71	B4	4	96
9	9	71/2	71/2	0.25		7/8	7/8	4/4	1	1	1/16			1/16	1		4	76	E5	5	97
9	9	143/4	143/4	0.25		15/16	15/16	4/4	1	1	1/16			1/16	1		1	79	G5	5	98
10	10	36	36	2.0		0	0	4/4	4	1	1/2	1/2_r16_0		1/2	1		1	55	G3	3	113
10	10	36	36	2.0		0	0	4/4	3	1	1/2	1/2_r16_0		1/2	1		5	59	B3	3	111
10	10	36	36	2.0		0	0	4/4	3	1	1/2	1/2_r16_0		1/2	1		2	62	D4	4	111
10	10	36	36	2.0		0	0	4/4	2	1	1/2	1/2_r16_0		1/2	1		1	67	G4	4	109
10	10	36	36	2.0		0	0	4/4	2	1	1/2	1/2_r16_0		1/2	1		5	71	B4	4	109
10	10	36	36	1.5		0	0	4/4	1	1	3/8			1/4	3/2		5	83	B5	5	105
10	10	75/2	75/2	0.5		3/8	3/8	4/4	1	1	1/8			1/8	1		3	81	A5	5	106
10	10	38	38	2.0		1/2	1/2	4/4	4	1	1/2	1/2_r16_0		1/2	1		1	55	G3	3	114
10	10	38	38	2.0		1/2	1/2	4/4	3	1	1/2	1/2_r16_0		1/2	1		5	59	B3	3	112
10	10	38	38	2.0		1/2	1/2	4/4	3	1	1/2	1/2_r16_0		1/2	1		2	62	D4	4	112
10	10	38	38	2.0		1/2	1/2	4/4	2	1	1/2	1/2_r16_0		1/2	1		1	67	G4	4	110
10	10	38	38	2.0		1/2	1/2	4/4	2	1	1/2	1/2_r16_0		1/2	1		5	71	B4	4	110
10	10	38	38	1.5		1/2	1/2	4/4	1	1	3/8			1/4	3/2		1	79	G5	5	107
10	10	79/2	79/2	0.5		7/8	7/8	4/4	1	1	1/8			1/8	1		6	78	F#5	5	108
11	11	40	40	2.0		0	0	4/4	4	1	1/2	1/2_r16_0		1/2	1		8	56	G#3	3	123
11	11	40	40	2.0		0	0	4/4	3	1	1/2	1/2_r16_0		1/2	1		2	62	D4	4	121
11	11	40	40	2.0		0	0	4/4	3	1	1/2	1/2_r16_0		1/2	1		4	64	E4	4	121
11	11	40	40	2.0		0	0	4/4	2	1	1/2	1/2_r16_0		1/2	1		5	71	B4	4	119
11	11	40	40	1.5		0	0	4/4	1	1	3/8			1/4	3/2		4	76	E5	5	115
11	11	83/2	83/2	0.5		3/8	3/8	4/4	1	1	1/8			1/8	1		2	86	D6	6	116
11	11	42	42	2.0		1/2	1/2	4/4	4	1	1/2	1/2_r16_0		1/2	1		8	56	G#3	3	124
11	11	42	42	2.0		1/2	1/2	4/4	3	1	1/2	1/2_r16_0		1/2	1		2	62	D4	4	122
11	11	42	42	2.0		1/2	1/2	4/4	3	1	1/2	1/2_r16_0		1/2	1		4	64	E4	4	122
11	11	42	42	2.0		1/2	1/2	4/4	2	1	1/2	1/2_r16_0		1/2	1		5	71	B4	4	120
11	11	42	42	1.5		1/2	1/2	4/4	1	1	3/8			1/4	3/2		7	85	C#6	6	117
11	11	87/2	87/2	0.5		7/8	7/8	4/4	1	1	1/8			1/8	1		5	83	B5	5	118
12	12	44	44	1.0		0	0	4/4	4	1	1/4			1/4	1		3	57	A3	3	135
12	12	44	44	1.0		0	0	4/4	3	1	1/4			1/4	1		7	61	C#4	4	133
12	12	44	44	1.0		0	0	4/4	3	1	1/4			1/4	1		4	64	E4	4	133
12	12	44	44	1.0		0	0	4/4	2	1	1/4			1/4	1		3	69	A4	4	131
12	12	44	44	1.0		0	0	4/4	1	1	1/4			1/4	1		3	81	A5	5	125
12	12	45	45	0.75		1/4	1/4	4/4	1	1	3/16			1/8	3/2		1	79	G5	5	126
12	12	183/4	183/4	0.25		7/16	7/16	4/4	1	1	1/16			1/16	1		4	76	E5	5	127
12	12	46	46	1.0		1/2	1/2	4/4	4	1	1/4			1/4	1		3	45	A2	2	136
12	12	46	46	1.0		1/2	1/2	4/4	3	1	1/4			1/4	1		1	55	G3	3	134
12	12	46	46	1.0		1/2	1/2	4/4	2	1	1/4			1/4	1		7	61	C#4	4	132
12	12	46	46	1.0		1/2	1/2	4/4	1	1	1/4			1/4	1		3	69	A4	4	128
12	12	47	47	0.75		3/4	3/4	4/4	1	1	3/16			1/8	3/2		1	67	G4	4	129
12	12	191/4	191/4	0.25		15/16	15/16	4/4	1	1	1/16			1/16	1		4	64	E4	4	130
13	13	48	48	1.0		0	0	4/4	4	1	1/4			1/4	1		2	38	D2	2	148
13	13	48	48	1.0		0	0	4/4	3	1	1/4			1/4	1		6	54	F#3	3	146
13	13	48	48	0.5		0	0	4/4	2	1	1/8			1/8	1		2	62	D4	4	138
13	13	48	48	1.0		0	0	4/4	1	1	1/4			1/4	1		2	62	D4	4	137
13	13	97/2	97/2	0.5		1/8	1/8	4/4	2	1	1/8			1/8	1		2	62	D4	4	139
13	13	49	49	0.5		1/4	1/4	4/4	2	1	1/8			1/8	1		7	61	C#4	4	140
13	13	99/2	99/2	0.5		3/8	3/8	4/4	2	1	1/8			1/8	1		2	62	D4	4	141
13	13	50	50	0.5		1/2	1/2	4/4	2	1	1/8			1/8	1		4	64	E4	4	142
13	13	101/2	101/2	0.5		5/8	5/8	4/4	2	1	1/8			1/8	1		7	61	C#4	4	143
13	13	51	51	0.5		3/4	3/4	4/4	2	1	1/8			1/8	1		2	62	D4	4	144
13	13	103/2	103/2	0.5		7/8	7/8	4/4	3	1	1/8			1/8	1		2	62	D4	4	147
13	13	103/2	103/2	0.5		7/8	7/8	4/4	2	1	1/8			1/8	1		6	66	F#4	4	145
14	14	52	52	0.5		0	0	4/4	3	1	1/8			1/8	1		4	64	E4	4	157
14	14	52	52	0.5		0	0	4/4	2	1	1/8			1/8	1		1	67	G4	4	149
14	14	105/2	105/2	0.5		1/8	1/8	4/4	3	1	1/8			1/8	1		7	61	C#4	4	158
14	14	105/2	105/2	0.5		1/8	1/8	4/4	2	1	1/8			1/8	1		4	64	E4	4	150
14	14	53	53	0.5		1/4	1/4	4/4	3	1	1/8			1/8	1		2	62	D4	4	159
14	14	53	53	0.5		1/4	1/4	4/4	2	1	1/8			1/8	1		6	66	F#4	4	151
14	14	107/2	107/2	0.5		3/8	3/8	4/4	3	1	1/8			1/8	1		6	66	F#4	4	160
14	14	107/2	107/2	0.5		3/8	3/8	4/4	2	1	1/8			1/8	1		3	69	A4	4	152
14	14	54	54	0.5		1/2	1/2	4/4	3	1	1/8			1/8	1		1	67	G4	4	161
14	14	54	54	0.5		1/2	1/2	4/4	2	1	1/8			1/8	1		5	71	B4	4	153
14	14	109/2	109/2	0.5		5/8	5/8	4/4	3	1	1/8			1/8	1		4	64	E4	4	162
14	14	109/2	109/2	0.5		5/8	5/8	4/4	2	1	1/8			1/8	1		1	67	G4	4	154
14	14	55	55	0.5		3/4	3/4	4/4	3	1	1/8			1/8	1		6	66	F#4	4	163
14	14	55	55	0.5		3/4	3/4	4/4	2	1	1/8			1/8	1		3	69	A4	4	155
14	14	111/2	111/2	0.5		7/8	7/8	4/4	4	1	1/8			1/8	1		6	66	F#4	4	165
14	14	111/2	111/2	0.5		7/8	7/8	4/4	3	1	1/8			1/8	1		3	69	A4	4	164
14	14	111/2	111/2	0.5		7/8	7/8	4/4	2	1	1/8			1/8	1		2	74	D5	5	156
15	15	56	56	0.5		0	0	4/4	4	1	1/8			1/8	1		4	64	E4	4	183
15	15	56	56	0.5		0	0	4/4	3	1	1/8			1/8	1		1	67	G4	4	175
15	15	56	56	0.5		0	0	4/4	2	1	1/8			1/8	1		7	73	C#5	5	167
15	15	56	56	4.0		0	0	4/4	1	1	1			1	1	1	3	81	A5	5	166
15	15	113/2	113/2	0.5		1/8	1/8	4/4	4	1	1/8			1/8	1		1	67	G4	4	184
15	15	113/2	113/2	0.5		1/8	1/8	4/4	3	1	1/8			1/8	1		5	71	B4	4	176
15	15	113/2	113/2	0.5		1/8	1/8	4/4	2	1	1/8			1/8	1		4	76	E5	5	168
15	15	57	57	0.5		1/4	1/4	4/4	4	1	1/8			1/8	1		6	66	F#4	4	185
15	15	57	57	0.5		1/4	1/4	4/4	3	1	1/8			1/8	1		3	69	A4	4	177
15	15	57	57	0.5		1/4	1/4	4/4	2	1	1/8			1/8	1		2	74	D5	5	169
15	15	115/2	115/2	0.5		3/8	3/8	4/4	4	1	1/8			1/8	1		2	62	D4	4	186
15	15	115/2	115/2	0.5		3/8	3/8	4/4	3	1	1/8			1/8	1		6	66	F#4	4	178
15	15	115/2	115/2	0.5		3/8	3/8	4/4	2	1	1/8			1/8	1		5	71	B4	4	170
15	15	58	58	0.5		1/2	1/2	4/4	4	1	1/8			1/8	1		7	61	C#4	4	187
15	15	58	58	0.5		1/2	1/2	4/4	3	1	1/8			1/8	1		4	64	E4	4	179
15	15	58	58	0.5		1/2	1/2	4/4	2	1	1/8			1/8	1		3	69	A4	4	171
15	15	117/2	117/2	0.5		5/8	5/8	4/4	4	1	1/8			1/8	1		4	64	E4	4	188
15	15	117/2	117/2	0.5		5/8	5/8	4/4	3	1	1/8			1/8	1		1	67	G4	4	180
15	15	117/2	117/2	0.5		5/8	5/8	4/4	2	1	1/8			1/8	1		7	73	C#5	5	172
15	15	59	59	0.5		3/4	3/4	4/4	4	1	1/8			1/8	1		2	62	D4	4	189
15	15	59	59	0.5		3/4	3/4	4/4	3	1	1/8			1/8	1		6	66	F#4	4	181
15	15	59	59	0.5		3/4	3/4	4/4	2	1	1/8			1/8	1		5	71	B4	4	173
15	15	119/2	119/2	0.5		7/8	7/8	4/4	4	1	1/8			1/8	1		5	59	B3	3	190
15	15	119/2	119/2	0.5		7/8	7/8	4/4	3	1	1/8			1/8	1		2	62	D4	4	182
15	15	119/2	119/2	0.5		7/8	7/8	4/4	2	1	1/8			1/8	1		1	67	G4	4	174
16	16	60	60	1.0		0	0	4/4	4	1	1/4			1/4	1		3	57	A3	3	204
16	16	60	60	2.0		0	0	4/4	3	1	1/2			1/2	1		7	61	C#4	4	203
16	16	60	60	0.5		0	0	4/4	2	1	1/8			1/8	1		6	66	F#4	4	195
16	16	60	60	1.0		0	0	4/4	1	1	1/4			1/4	1	-1	3	81	A5	5	191
16	16	121/2	121/2	0.5		1/8	1/8	4/4	2	1	1/8			1/8	1		3	69	A4	4	196
16	16	61	61	0.5		1/4	1/4	4/4	2	1	1/8			1/8	1		1	67	G4	4	197
16	16	61	61	1.0		1/4	1/4	4/4	1	1	1/4			1/4	1		10	82	A#5	5	192
16	16	123/2	123/2	0.5		3/8	3/8	4/4	2	1	1/8			1/8	1		4	64	E4	4	198
16	16	62	62	1.0		1/2	1/2	4/4	4	1	1/4			1/4	1		3	45	A2	2	205
16	16	62	62	0.5		1/2	1/2	4/4	2	1	1/8			1/8	1		2	62	D4	4	199
16	16	62	62	1.0		1/2	1/2	4/4	1	1	1/4			1/4	1		5	83	B5	5	193
16	16	125/2	125/2	0.5		5/8	5/8	4/4	2	1	1/8			1/8	1		6	66	F#4	4	200
16	16	63	63	0.5		3/4	3/4	4/4	2	1	1/8			1/8	1		4	64	E4	4	201
16	16	63	63	1.0		3/4	3/4	4/4	1	1	1/4			1/4	1		1	79	G5	5	194
16	16	127/2	127/2	0.5		7/8	7/8	4/4	2	1	1/8			1/8	1		7	61	C#4	4	202
17	17	64	64	1.0		0	0	4/4	2	1	1/4			1/4	1		2	62	D4	4	209
17	17	64	64	1.0		0	0	4/4	1	1	1/4			1/4	1		6	78	F#5	5	206
17	17	129/2	129/2	0.5		1/8	1/8	4/4	4	1	1/8			1/8	1		2	50	D3	3	211
17	17	65	65	0.5		1/4	1/4	4/4	4	1	1/8			1/8	1		7	49	C#3	3	212
17	17	65	65	1.0		1/4	1/4	4/4	1	1	1/4			1/4	1		2	74	D5	5	207
17	17	131/2	131/2	0.5		3/8	3/8	4/4	4	1	1/8			1/8	1		2	50	D3	3	213
17	17	66	66	0.5		1/2	1/2	4/4	4	1	1/8			1/8	1		4	52	E3	3	214
17	17	66	66	2.0		1/2	1/2	4/4	1	1	1/2			1/2	1		3	81	A5	5	208
17	17	133/2	133/2	0.5		5/8	5/8	4/4	4	1	1/8			1/8	1		7	49	C#3	3	215
17	17	67	67	0.5		3/4	3/4	4/4	4	1	1/8			1/8	1		2	50	D3	3	216
17	17	135/2	135/2	0.5		7/8	7/8	4/4	4	1	1/8			1/8	1		6	54	F#3	3	217
17	17	135/2	135/2	0.5		7/8	7/8	4/4	2	1	1/8			1/8	1		2	62	D4	4	210
18	18	68	68	0.5		0	0	4/4	4	1	1/8			1/8	1		1	55	G3	3	227
18	18	68	68	0.5		0	0	4/4	2	1	1/8			1/8	1		4	64	E4	4	218
18	18	137/2	137/2	0.5		1/8	1/8	4/4	4	1	1/8			1/8	1		4	52	E3	3	228
18	18	137/2	137/2	0.5		1/8	1/8	4/4	2	1	1/8			1/8	1		7	61	C#4	4	219
18	18	69	69	0.5		1/4	1/4	4/4	4	1	1/8			1/8	1		6	54	F#3	3	229
18	18	69	69	0.5		1/4	1/4	4/4	2	1	1/8			1/8	1		2	62	D4	4	220
18	18	139/2	139/2	0.5		3/8	3/8	4/4	4	1	1/8			1/8	1		3	57	A3	3	230
18	18	139/2	139/2	0.5		3/8	3/8	4/4	2	1	1/8			1/8	1		6	66	F#4	4	221
18	18	70	70	0.5		1/2	1/2	4/4	4	1	1/8			1/8	1		5	59	B3	3	231
18	18	70	70	0.5		1/2	1/2	4/4	2	1	1/8			1/8	1		1	67	G4	4	222
18	18	141/2	141/2	0.5		5/8	5/8	4/4	4	1	1/8			1/8	1		1	55	G3	3	232
18	18	141/2	141/2	0.5		5/8	5/8	4/4	2	1	1/8			1/8	1		4	64	E4	4	223
